,title,location,posted_on,deadline,details,institute,link,keyword,comb,exist
844,"Postdoctoral Scientist – Applied Economics at the Forest lnvasion Synthesis Centre, Prague (FISC)",Czech Republic,15 July 2025,15 Sep 2025 - 23:00 (Europe/Prague),"The Dean of the Faculty of Forestry and Wood Sciences invites applications for the position of Postdoctoral Scientist - Applied Economics at the Forest lnvasion Synthesis Centre, Prague (FISC) Job Description:The Czech University of Life Sciences Prague (CZU) is one of the leading universities in...",Česká zemědělská univezita v Praze,/jobs/361070,Behavioral_Data_Science,15 July 2025|/jobs/361070,False
845,Research Fellow: Long-term Effectiveness of Parenting Interventions for Youth Crime and Violence,United Kingdom,15 July 2025,8 Aug 2025 - 00:00 (UTC),"School of Human Sciences Location: Greenwich Campus Salary: £38,249 to £44,128 plus £4170 London weighting Contract Type: Fixed Term - 30 October 2026 Closing Date: Friday 08 August 2025 Interview Date: To be confirmed Reference: 5027 This is a full-time post-doctoral research fellow post working on...",Times Higher Education,/jobs/360997,Behavioral_Data_Science,15 July 2025|/jobs/360997,False
846,Professor - Faculty of Business,Macao,15 July 2025,13 Aug 2025 - 00:00 (UTC),"The City University of Macau (CityU Macau) is a private, not-for-profit institution that stands as a comprehensive university in Macao, offering a broad range of Bachelor’s, Master’s and Doctoral degree programs, along with professional courses. At CityU Macau, we strive to provide students with a...",Times Higher Education,/jobs/361002,Behavioral_Data_Science,15 July 2025|/jobs/361002,False
857,SD-25006 - POST DOC IN NEUROLOGY,Luxembourg,29 October 2024,31 Dec 2025 - 00:00 (Europe/Luxembourg),"Temporary contract | Part-time | 24 months | Belval Are you passionate about research? So are we! Come and join usThe Luxembourg Institute of Science and Technology (LIST) is a Research and Technology Organization (RTO) active in the fields of materials, environment and IT. By transforming...",Luxembourg Institute of Science and Technology,/jobs/286591,EEG,29 October 2024|/jobs/286591,False
858,SD-25005 – EXPERIENCED RESEARCHER ON MULTIPLE SCLEROSIS,Luxembourg,29 October 2024,31 Dec 2025 - 00:00 (Europe/Luxembourg),"Temporary contract | Part-Time | 24 months | Belval Are you passionate about research? So are we! Come and join usThe Luxembourg Institute of Science and Technology (LIST) is a Research and Technology Organization (RTO) active in the fields of materials, environment and IT. By transforming...",Luxembourg Institute of Science and Technology,/jobs/286589,EEG,29 October 2024|/jobs/286589,False
859,FBK is looking for two profiles to be included as PhD candidates on the H2 topic,Italy,31 July 2025,26 Aug 2025 - 23:55 (Europe/Rome),"FBK is a research institution devoted to excellence in research in numerous disciplines and it isdesignated to the role of keeping the Autonomous Province of Trento in the mainstream of European andinternational research. Each research area is assigned to a specific research Centre, and there are...",Fondazione Bruno Kessler,/jobs/365786,Behavioral_Data_Science,31 July 2025|/jobs/365786,False
860,"Assistant in the group of teaching staff at the Department of Special Education - University of Rzeszów, Faculty of Pedagogy and Philosophy, Institute of Pedagogy",Poland,31 July 2025,1 Sep 2025 - 12:00 (Europe/Brussels),"DEAN OF THE FACULTY OF PEDAGOGY AND PHILOSOPHYUNIVERSITY OF RZESZÓWannounces an open recruitment for the position of Assistant Professor in the group of teaching staff.Place of Employment: University of Rzeszów, Faculty of Pedagogy and Philosophy, Institute of Pedagogy, Department of Special...",University of Rzeszów,/jobs/365755,Behavioral_Data_Science,31 July 2025|/jobs/365755,False
861,University Professorship in Building Materials Science,Germany,31 July 2025,22 Sep 2025 - 23:59 (Europe/Berlin),"We strive for universality, diversity and interdisciplinarity. With more than 26,000 students, three Clusters of Excellence, 5,000 members of staff, over 150 institutes and an outstanding infrastructure, Leibniz University Hannover offers an innovative environment for top-level education and...",Leibniz Universität Hannover,/jobs/365715,Behavioral_Data_Science,31 July 2025|/jobs/365715,False
863,PhD candidate on Enhancing Reflective Practice in Health Professions Education,Netherlands,31 July 2025,17 Aug 2025 - 21:59 (UTC),"Welcome to Maastricht UniversityAt Maastricht University, we believe that education and research go hand in hand to shape the future of healthcare. In this PhD project at the School of Health Professions Education (SHE), you’ll help improve how future doctors learn—not just what they know, but how...",Maastricht University via AcademicTransfer,/jobs/365608,Behavioral_Data_Science,31 July 2025|/jobs/365608,False
865,"Assistant (post-doc) – Department of Addiction Pharmacology, Team I - IP PAS",Poland,30 July 2025,29 Aug 2025 - 23:59 (Europe/Warsaw),"Candidate for the position of Assistant (post-doc) at the Department of Addiction Pharmacology, Team I, Maj Institute of Pharmacology, Polish Academy of Sciences (Opus 26 grant). The aim of this competition is to recruit a candidate for a an assistant (post-doc) position to conduct research in...",Institute of Pharmacology Polish Academy of Sciences,/jobs/365530,Behavioral_Data_Science,30 July 2025|/jobs/365530,False
866,PhD-position – Towards more sustainable FRP strengthened concrete structures through novel strategies preventing flexural debonding. Effect of temperature & load distribution conditions.,Spain,30 July 2025,15 Sep 2025 - 12:59 (Europe/Brussels),The Analysis and Advanced Materials for Structural Design (AMADE) research group in University of Girona is looking for candidates to fulfill a PhD position in the field of materials’ engineering and/or mechanical engineering. The open position is within the frame of a project funded by the Horizon...,AMADE research group,/jobs/365458,Behavioral_Data_Science,30 July 2025|/jobs/365458,False
867,Senior Specialist – Research Engineer (POSTDOC) in the Synaptogenesis Research Group (2nd vacancy),Poland,30 July 2025,12 Aug 2025 - 23:59 (Europe/Warsaw),"Łukasiewicz Research Network – PORT Polish Center for Technology Development is a Research Institute within the Łukasiewicz Research Network. It focuses on development of new technologies, resulting from basic and applied research, which, in turn, serves as a basis for innovative solutions for the...",Łukasiewicz Research Network – PORT Polish Center for Technology Development,/jobs/365437,Behavioral_Data_Science,30 July 2025|/jobs/365437,False
868,PhD position (M/F): Transgenerational phenotypic plasticity of sublethal insecticide effects in Drosophila melanogaster: adaptive value and multigenerational persistence,France,30 July 2025,19 Aug 2025 - 23:59 (UTC),"The thesis will be carried out at the Biometry and Evolutionary Biology Laboratory (LBBE, UMR CNRS, UCBL VAS, 5558), located on the LyonTech La Doua university campus. The LBBE has extensive expertise and resources for breeding and experimenting with Drosophila, as well as in statistics, which...",CNRS - National Center for Scientific Research,/jobs/365359,Behavioral_Data_Science,30 July 2025|/jobs/365359,False
871,Vers des animaux ‘sentinelles' : le suivi continu et à long-terme du comportement animal par biologging est-il crédible ? // Towards ‘sentinel animals': is the continuous and long-term biologging of animal behaviour credible?,France,30 April 2025,28 Aug 2025 - 22:00 (UTC),"Cette thèse aura pour objectif de développer des capteurs communicants ‘intelligents' qui permettront d'étudier à distance le comportement des animaux, sur le long-terme. Ces nouveaux outils faciliteront les études en écologie, et permettront de développer des programmes d'animaux ‘sentinelles' de...",ABG  - Association Bernard Gregory,/jobs/339814,Behavioral_Data_Science,30 April 2025|/jobs/339814,False
872,MSCA-PF: Joint application at the University of Granada. Department of Biochemistry and Molecular Biology II.,Spain,29 April 2025,10 September 2025,"Professor María Dolores Mesa García, from the Department of Biochemistry and Molecular Biology II at the University of Granada, welcomes postdoctoral candidates interested in applying for a Marie Skłodowska-Curie Postdoctoral Fellowship (MSCA-PF) in 2025 at this University. Please note that...",International Research Projects Office,/jobs/hosting/msca-pf-joint-application-university-granada-department-biochemistry-and-molecular-9,Behavioral_Data_Science,29 April 2025|/jobs/hosting/msca-pf-joint-application-university-granada-department-biochemistry-and-molecular-9,False
877,"MSCA POSTDOCTORAL FELLOWSHIPS AT VU KAUNAS FACULTY, INSTITUTE OF SOCIAL SCIENCES AND APPLIED INFORMATICS (digital transformation, customer data analytics, marketing technologies, intelligent systems)",Lithuania,18 April 2025,10 August 2025,"Vilnius University (VU) invites motivated researchers with a strong track record to prepare joint applications for  2025 Marie Skłodowska-Curie Actions Postdoctoral Fellowships (MSCA PF) call with a deadline on September 10, 2025. MSCA PF are among the flagship, most prestigious research...",Vilnius University,/jobs/hosting/msca-postdoctoral-fellowships-vu-kaunas-faculty-institute-social-sciences-and-8,Behavioral_Data_Science,18 April 2025|/jobs/hosting/msca-postdoctoral-fellowships-vu-kaunas-faculty-institute-social-sciences-and-8,False
878,Post-Doctoral Research Visit F/M Deciphering conformational dynamics in macromolecular complexes,France,18 April 2025,30 Sep 2025 - 00:00 (UTC),This postdoc position is funded for two years by the grant from Programme Inria Quadrant (PIQ). The main goal is to develop a graph neural network architecture to investigate conformational dynamics of macromolecular complexes. The Postdoc researcher will be in connection with Yasaman Karami...,inria,/jobs/337101,Behavioral_Data_Science,18 April 2025|/jobs/337101,False
884,Pulsar and fast transient studies in radio domain,France,7 July 2025,9 Aug 2025 - 22:00 (UTC),"Pulsars are highly magnetized, rapidly rotating neutron stars. Thanks to the extreme stability of pulsar rotation, pulsars are considered “cosmic clocks” with a wide range of astrophysical applications. One notable example is the measurement with high evidence for Gravitational Waves via the Pulsar...",ABG  - Association Bernard Gregory,/jobs/358868,Time-series_analysis,7 July 2025|/jobs/358868,False
885,Two-year Postdoc position in Statistics and Probability (funded by Amidex),France,2 July 2025,30 Aug 2025 - 14:00 (UTC),RESEARCHER PROFILE: Postdoc / R2: PhD holders RESEARCH FIELD(S)1: MathematicsMAIN SUB RESEARCH FIELD OR DISCIPLINES1: StatisticsJOB /OFFER DESCRIPTION Applications are invited for a two-year full time post-doc position starting in September-October 2025 in the A*MIDEX Chaire d'Excellence-funded...,Academic Positions,/jobs/357572,Time-series_analysis,2 July 2025|/jobs/357572,False
