title,location,posted_on,deadline,details,institute,link,keyword
Opening of an international documentary call for the recruitment of an assistant researcher in the area of Translational Health: specialization in Translational Rehabilitation and Non-Invasive Brain Stimulation of the School of Health of the Polytechnic I,Portugal,21 July 2025,1 Sep 2025 - 23:59 (Europe/Lisbon),"It is hereby made public that, by order of the President of the School of Health of the Polytechnic Institute of Porto (E2S|P.PORTO), Prof. Cristina Prudêncio, of September 5th 2024, the opening of an international selection documentary competition procedure for the recruitment of an assistant...",Escola Superior de Saúde do Politécnico do Porto,/jobs/362838,Cognitive_and_Systems_Neuroscience
"PhD Offer - SAMAP Project: ""System for Assisting Autonomous Mobility of Visually Impaired Pedestrians in an Unknown Urban Environment"" M/F",France,19 July 2025,29 Aug 2025 - 00:00 (UTC),"The CLLE laboratory (Cognition, Langues, Langage, Ergonomie), a CNRS research unit (UMR), is mainly hosted at Université Toulouse Jean Jaurès. It is part of the CNRS Institute for Humanities and Social Sciences, attached mainly to Section 34 (Language Sciences) and secondarily to Section 26...",CNRS - National Center for Scientific Research,/jobs/362621,Cognitive_and_Systems_Neuroscience
MSCA-PF: Joint application at the University of Granada. Department of Software Engineering.,Spain,30 April 2025,10 September 2025,"Professor Maria Bermudez-Edo, from the Department of Software Engineering at the University of Granada, welcomes postdoctoral candidates interested in applying for a Marie Skłodowska-Curie Postdoctoral Fellowship (MSCA-PF) in 2025 at this University. Please note that applicants must comply with...",International Research Projects Office,/jobs/hosting/msca-pf-joint-application-university-granada-department-software-engineering-3,Neural_Engineering
MSCA-PF: Joint application at the University of Granada. Department of Software Engineering.,Spain,29 April 2025,10 September 2025,"Professor Manuel I. Capel-Tuñón , from the Department of Software Engineering at the University of Granada, welcomes postdoctoral candidates interested in applying for a Marie Skłodowska-Curie Postdoctoral Fellowship (MSCA-PF) in 2025 at this University. Please note that applicants must comply...",International Research Projects Office,/jobs/hosting/msca-pf-joint-application-university-granada-department-software-engineering-2,Neural_Engineering
"MSCA-PF: Joint application at the University of Granada. Department of Signal Theory, Telematics and Communications.",Spain,28 April 2025,10 September 2025,"Professor J osé Andrés González López , from the Department of Signal Theory, Telematics and Communications at the University of Granada, welcomes postdoctoral candidates interested in applying for a Marie Skłodowska-Curie Postdoctoral Fellowship (MSCA-PF) in 2025 at this University. Please...",International Research Projects Office,/jobs/hosting/msca-pf-joint-application-university-granada-department-signal-theory-telematics-and-4,Neural_Engineering
MSCA-PF: Joint application at the University of Granada. Department of Marketing and Market Research.,Spain,24 April 2025,10 September 2025,"Professor Manuel Alonso Dos Santos , from the Department of Marketing and Market Research at the University of Granada, welcomes postdoctoral candidates interested in applying for a Marie Skłodowska-Curie Postdoctoral Fellowship (MSCA-PF) in 2025 at this University. Please note that applicants...",International Research Projects Office,/jobs/hosting/msca-pf-joint-application-university-granada-department-marketing-and-market-5,Neural_Engineering
MSCA-PF: Joint application at the University of Granada. Department of Marketing and Market Research.,Spain,24 April 2025,10 September 2025,"Professor Manuel Alonso Dos Santos , from the Department of Marketing and Market Research at the University of Granada, welcomes postdoctoral candidates interested in applying for a Marie Skłodowska-Curie Postdoctoral Fellowship (MSCA-PF) in 2025 at this University. Please note that applicants...",International Research Projects Office,/jobs/hosting/msca-pf-joint-application-university-granada-department-marketing-and-market-4,Neural_Engineering
MSCA-PF: Joint application at the University of Granada. Department of Marketing and Market Research .,Spain,24 April 2025,10 September 2025,"Professor Manuel Alonso Dos Santos , from the Department of Marketing and Market Research at the University of Granada, welcomes postdoctoral candidates interested in applying for a Marie Skłodowska-Curie Postdoctoral Fellowship (MSCA-PF) in 2025 at this University. Please note that applicants...",International Research Projects Office,/jobs/hosting/msca-pf-joint-application-university-granada-department-marketing-and-market-3,Neural_Engineering
3 PhD positions in the AI-Steel project,Netherlands,24 April 2025,1 Sep 2025 - 21:59 (UTC),"Do you have passion for sustainable design and development of new materials by combining experiments and modeling? We are looking for motivated candidates for three PhD positions in AI-STEEL Project. This project will develop models that can extract information from legacy data, and leverage this...",University of Amsterdam (UvA) via AcademicTransfer,/jobs/338284,Neural_Engineering
"MSCA-PF: Joint application at the University of Granada. Department of Signal Theory, Telematics and Communications.",Spain,23 April 2025,10 September 2025,"Professor J osé Andrés González López , from the Department of Signal Theory, Telematics and Communications at the University of Granada, welcomes postdoctoral candidates interested in applying for a Marie Skłodowska-Curie Postdoctoral Fellowship (MSCA-PF) in 2025 at this University. Please...",International Research Projects Office,/jobs/hosting/msca-pf-joint-application-university-granada-department-signal-theory-telematics-and-3,Neural_Engineering
MSCA-PF: Joint application at the University of Granada. Department of Marketing and Market Research.,Spain,23 April 2025,10 September 2025,"Professor Francisco Liébana Cabanillas , from the Department of Marketing and Market Research at the University of Granada, welcomes postdoctoral candidates interested in applying for a Marie Skłodowska-Curie Postdoctoral Fellowship (MSCA-PF) in 2025 at this University. Please note that applicants...",International Research Projects Office,/jobs/hosting/msca-pf-joint-application-university-granada-department-marketing-and-market-2,Neural_Engineering
MSCA-PF: Joint application at the University of Granada. Department of Experimental Psychology.,Spain,23 April 2025,10 September 2025,"Professor Juan Lupiáñez Castillo, from the Department of Experimental Psychology at the University of Granada, welcomes postdoctoral candidates interested in applying for a Marie Skłodowska-Curie Postdoctoral Fellowship (MSCA-PF) in 2025 at this University. Please note that applicants must comply...",International Research Projects Office,/jobs/hosting/msca-pf-joint-application-university-granada-department-experimental-psychology-7,Neural_Engineering
Open Recruitment for Associate Professor (Female Only/Graduate School of Information Science and Technology ),Japan,27 June 2025,8 Aug 2025 - 23:59 (UTC),"[Background of the recruitment and description of the project] * Background of the recruitment and description of the project The Cognitive Neuroinformatics Laboratory (Nakano Group) at the Graduate School of Information Science and Technology conducts research that combines neuroscience, bioscience...",JREC-IN Portal,/jobs/356023,Neural_Engineering
PostDoc Fellowship: Neural Control of Leg Exoskeletons Post Stroke.,Netherlands,27 June 2025,24 Aug 2025 - 21:59 (UTC),"Our mission is to restore natural gait patterns in individuals with motor impairment (due to stroke, spinal cord injury etc) through real-time neural control of wearable robotic exoskeletons. You will be developing next-generation (low and high-level) control algorithms for wearable exoskeletons...",AcademicTransfer,/jobs/356087,Neural_Engineering
PhD in Efficient hardware implementations of networks with intra-layer heterogeneous quantization - TIMA,France,26 June 2025,18 Aug 2025 - 20:00 (Europe/Paris),"Usual digital neural networks consist of large amounts of matrix-vector of matrix-matrix multiplication operations. Thus, the design of dedicated hardware acceleration circuits for digital neural networks mostly focuses on accelerating these matrix operations. The involved matrices are often...",Grenoble INP - Institute of Engineering,/jobs/355873,Neural_Engineering
Post-doctoral fellow in Nonlinear optical Fiber Communication,France,26 June 2025,30 Sep 2025 - 00:00 (Europe/Berlin),"Who we are ?Télécom Paris, part of the IMT (Institut Mines-Télécom) and a founding member of the Institut Polytechnique de Paris, is one of France's top 5 general engineering schools.The mainspring of Télécom Paris is to train, imagine and undertake to design digital models, technologies and...",Télécom Paris,/jobs/355831,Neural_Engineering
DC2 FINALITY: Delayed Reinforcement Learning with Teams and Games,France,25 June 2025,30 Sep 2025 - 23:59 (Europe/Paris),"The Laboratory of Informatics of the University of Avignon (LIA), Avignon, France, offers a PhD position for a Doctoral Candidate (DC) in the framework of the MSCA Doctoral Network FINALITY (saFe learnINg for LArge scaLe InTerconnected sYstems).The presence of delays for agents implementing a policy...",University of Avignon,/jobs/355360,Neural_Engineering
DC1 FINALITY: Stochastic Approximation Methods for Fair and Safe RL,France,25 June 2025,30 Sep 2025 - 23:59 (Europe/Paris),"The Laboratory of Informatics of the University of Avignon (LIA), Avignon, France, offers a PhD position for a Doctoral Candidate (DC) in the framework of the MSCA Doctoral Network FINALITY (saFe learnINg for LArge scaLe InTerconnected sYstems).Safe RL algorithms are able to respect the constraints...",University of Avignon,/jobs/355289,Neural_Engineering
Postdoctoral fellow in Computer Vision and Machine Learning,Sweden,25 June 2025,17 Aug 2025 - 22:00 (UTC),"This multidisciplinary position is part of a WASP NEST (Novelty, Excellence, Synergy, Teams) project focused on advancing generative models and perceptual understanding in computer vision. The position is embedded in a vibrant research environment that includes several PhD students and postdoctoral...",Talentech,/jobs/355045,Neural_Engineering
