title,location,posted_on,deadline,details,institute,link,keyword
Post-doctoral researcher at the Computational Clinical Imaging Group,Portugal,21 March 2025,31 Dec 2025 - 05:00 (Europe/Lisbon),"Offer Description:Champalimaud Foundation (Fundação D. Anna de Sommer Champalimaud e Dr. Carlos Montez Champalimaud), a private, non-profit research institution in Lisbon, Portugal, is looking for a post-doctoral researcher to join our team at the Champalimaud Research Program. The selected...",Champalimaud Foundation,/jobs/327984,Machine_Learning_for_Neuroscience
ASSISTANT RESEARCHERS (6) FOR THE i3S ASSOCIATED LABORATORY,Portugal,30 July 2025,1 Sep 2025 - 23:59 (Europe/Lisbon),"A call for applications has opened for six Assistant Researchers at i3S, to carry out roles aligned with the objectives of the Institute for Health Research and Innovation - i3S-LA Associated Laboratory. The scientific strategy motivating these Assistant Researcher positions aims to assemble a...",Instituto de Investigação e Inovação em Saúde da Universidade do Porto (i3S),/jobs/365535,Machine_Learning_for_Neuroscience
"Postdoctoral Research Fellow in Cognitive Neuroscience, The MARCS Institute for Brain",Australia,30 July 2025,13 Aug 2025 - 00:00 (UTC),"Postdoctoral Research Fellow in Cognitive Neuroscience, The MARCS Institute for Brain, Behaviour and Development Full-Time, Fixed-Term Position for 2.5 Years Based at Westmead Innovation Quarter $112,718 to $136,180 p.a. Inclusive of Superannuation + Leave Loading About Western and The MARCS...",Times Higher Education,/jobs/365336,Machine_Learning_for_Neuroscience
Research Fellow - Senior Bioinformatician in Spatial Biology,United Kingdom,26 July 2025,24 Aug 2025 - 00:00 (UTC),"About Us The Faculty of Life Sciences & Medicine brings together disciplinary strengths in biomedical sciences, clinical research and public health to improve human health. Our faculty encompasses world-class departments (from neuroscience and structural molecular biology to infectious diseases and...",Times Higher Education,/jobs/364528,Machine_Learning_for_Neuroscience
PhD Candidate - Neuroscience and Artificial Intelligence,Italy,23 July 2025,26 Aug 2025 - 23:59 (Europe/Rome),"In recent years, the interplay between artificial intelligence (AI) and neuroscience has grown increasingly dynamic, with each field offering valuable insights to the other. While the historical relationship has been largely unidirectional — AI drawing inspiration from the brain’s structure and...",Fondazione Bruno Kessler,/jobs/363587,Machine_Learning_for_Neuroscience
"Marie Skłodowska-Curie Actions Post-doctoral Fellowship (PF) on AI for applications on sustainable industry, manufacturing and advanced materials",Italy,23 July 2025,10 September 2025,"Marie Skłodowska-Curie Postdoctoral Fellowships 2025 - AI for applications on sustainable industry, manufacturing and advanced materials at the National Research Council (CNR) Bologna, Italy Are you thinking about spending one or two years as a postdoc in a very active research environment? Are...",Consiglio Nazionale delle Ricerche,/jobs/hosting/marie-sklodowska-curie-actions-post-doctoral-fellowship-pf-ai-applications-sustainable,Machine_Learning_for_Neuroscience
Faculty Position in AI/ML for Biosciences,China,23 July 2025,29 Jun 2026 - 00:00 (UTC),"School: School of Science Department: Biosciences and Bioinformatics Position: Faculty position in AI/ML for Biosciences Location: Suzhou, China Contract Type: Fixed-term, renewable. 3rd contract is open-ended About the POSITION This position focuses on developing and applying advanced computational...",Times Higher Education,/jobs/363346,Machine_Learning_for_Neuroscience
2 Postdoctoral Positions at IFISC (CSIC-UIB),Spain,21 July 2025,1 Sep 2025 - 20:00 (Europe/Madrid),"Location: Palma de Mallorca, Spain Institution: Institute for Cross-Disciplinary Physics and Complex Systems (IFISC, CSIC-UIB) Application Deadline: [1 September 2025] Start Date: [November 2025]The Institute for Cross-Disciplinary Physics and Complex Systems (IFISC) invites applications for two...",Institute for Cross-Disciplinary Physics and Complex Systems (IFISC),/jobs/362695,Machine_Learning_for_Neuroscience
Postdoctoral researcher in computational neuroscience/AI,France,17 July 2025,29 Aug 2025 - 23:59 (Europe/Paris),We are seeking a highly motivated and qualified Postdoctoral Researcher in Computational Neuroscience & Artificial Intelligence to join our interdisciplinary team. The successful candidate will engage in cutting-edge research aimed at understanding distributed learning rules across multiple brain...,Ecole Normale Supérieure,/jobs/362128,Machine_Learning_for_Neuroscience
Tenure-track group leader in Computational Neuroscience,France,17 July 2025,30 Sep 2025 - 23:00 (UTC),"The Neurocenter Magendie is a behavioral neuroscience institute including 11 teams dedicated to the study of brain functions in health and disease. We are seeking a high profile, dynamic and innovative researcher to integrate our community. The ideal candidate will possess deep expertise in the...",jobRxiv,/jobs/361802,Machine_Learning_for_Neuroscience
PhD Position F/M Generative models for unsupervised anomaly detection in spatio-temporal data: Application to medical imaging,France,16 July 2025,30 Sep 2025 - 00:00 (UTC),"Anomaly detection is a challenging task in contexts where abnormalities are not annotated and difficult to detect even for experts. This problem can be addressed through unsupervised anomaly detection (UAD) methods, which identify features that do not match with a reference model of normal profiles...",inria,/jobs/361425,Machine_Learning_for_Neuroscience
Research Technician,Portugal,4 August 2025,24 Aug 2025 - 05:00 (Europe/Lisbon),"Fundação D. Anna de Sommer Champalimaud e Dr. Carlos Montez Champalimaud (Champalimaud Foundation), a private, non-profit research institution, is opening a call for a Research Technician. Eligible candidates must hold a Bachelor's degree in Biomedical Sciences, Neurophysiology, Physiological...",Champalimaud Foundation,/jobs/366428,Neurotechnology
Physiotherapist,Portugal,4 August 2025,24 Aug 2025 - 05:05 (Europe/Lisbon),"Fundação D. Anna de Sommer Champalimaud e Dr. Carlos Montez Champalimaud (Champalimaud Foundation), a private, non-profit research institution, is opening a call for a Physiotherapist. Eligible candidates must hold a Physical Therapy degree and will be offered an employment contract with unknown...",Champalimaud Foundation,/jobs/366423,Neurotechnology
PhD position in photonic processors,Netherlands,25 July 2025,31 Oct 2025 - 22:59 (UTC),"As a PhD student, you will be responsible for the design, fabrication, and characterization of photonic processors on ferroelectric materials including thin film lithium niobate and barium titanate. You will develop and optimize these integrated photonic processors to reach maximum power efficiency...",AcademicTransfer,/jobs/364119,Neurotechnology
PhD position in Photonic Processors,Netherlands,24 July 2025,31 Oct 2025 - 22:59 (UTC),"As a PhD student, you will be responsible for the design, fabrication, and characterization of photonic processors on ferroelectric materials including thin film lithium niobate and barium titanate. You will develop and optimize these integrated photonic processors to reach maximum power efficiency...",AcademicTransfer,/jobs/363760,Neurotechnology
Academic Staff (m/f/d) in the field of Neuroadaptive Human-Technology Interaction,Germany,21 July 2025,18 Aug 2025 - 23:59 (Europe/Berlin),"We are a young and dynamic technical university in the heart of Lusatia, developing practical, science-based solutions to address major future challenges and global transformation processes.In Faculty 1 MINT - Mathematics, Computer Science, Physics, Electrical Engineering and Information Technology...",Brandenburgische Technische Universität Cottbus,/jobs/362755,Neurotechnology
PhD student in ElectroDNA project of the Brain & Mind Electrophysiology lab,Poland,11 July 2025,21 Aug 2025 - 00:00 (Europe/Warsaw),"Three year position in an international project entitled ‘Electrophysiological Discharges of Neuronal Assemblies’ (ElectroDNA) funded in the European Lead Agency Procedure (Opus LAP grant) between Poland and Czech Republic, with a goal to decipher the code of human memories on the level of...",Gdańsk University of Technology,/jobs/360514,Neurotechnology
Postdoctoral researcher in ElectroDNA project of the Brain & Mind Electrophysiology lab,Poland,10 July 2025,21 Aug 2025 - 00:00 (Europe/Warsaw),"Three year position in an international project entitled ‘Electrophysiological Discharges of Neuronal Assemblies’ (ElectroDNA) funded in the European Lead Agency Procedure (Opus LAP grant) between Poland and Czech Republic, with a goal to decipher the code of human memories on the level of...",Gdańsk University of Technology,/jobs/360270,Neurotechnology
Postdoctoral Research Fellow in law of artificial intelligence applications in health,Norway,11 June 2025,1 Sep 2025 - 23:59 (Europe/Oslo),"The positionWe are thrilled to announce an exceptional opportunity for a three-year postdoctoral fellowship focusing on legal aspects of artificial intelligence (AI) applications in health, specifically mental healthcare. This presents an outstanding opportunity for career advancement in a...",UiT The Arctic University of Norway,/jobs/351618,Neurotechnology
Postdoctoral Position in Disinformation,Spain,8 May 2025,30 October 2025,"USP-CEU welcomes early stage postdoctoral researchers with an excellent track record, to apply to the European Commission Marie Sklodowska-Curie (MSCA-25) Postodoctoral Felloships or any other R2 reseach calls, such as: Juan de la Cierva (Spanish Plan for Scientific and Technical Research and......",CEU San Pablo University,/jobs/hosting/postdoctoral-position-disinformation,Neurotechnology
"MSCA-PF: Joint application at the University of Granada. Department of Signal Theory, Telematics and Communications.",Spain,28 April 2025,10 September 2025,"Professor J osé Andrés González López , from the Department of Signal Theory, Telematics and Communications at the University of Granada, welcomes postdoctoral candidates interested in applying for a Marie Skłodowska-Curie Postdoctoral Fellowship (MSCA-PF) in 2025 at this University. Please...",International Research Projects Office,/jobs/hosting/msca-pf-joint-application-university-granada-department-signal-theory-telematics-and-4,Neurotechnology
